Code,Untruncated Offense,FBI Category,MOST_SER_RANK,OFFENSE_TYPE,GRID,Penalty Type,Mandatory Gun,Police Notification,SORB,SDP,"Now Legal?
",Expungeable?,"If no, why not?"
1420,"Motor vehicle VIN, remove/alter  Ch. 266 S 139(a)",All Other Offense (except traffic),28,Motor Vehicle,2,Felony,,,,,,Yes,
1067,"Motor vehicle, alter, forge, or counterfeit certificate of title or salvage title  Ch. 90D S 32(a)",Fraud,22,Motor Vehicle,3,Felony,,,,,,Yes,
1362,"Motor vehicle, conceal thief of  Ch. 266 S 28(b)",All Other Offense (except traffic),20,Property,3,Felony,,,,,,Yes,
1651,"Motor vehicle, equipment violation miscellaneous Ch. 90 S 7",All Other Offense (except traffic),34,Motor Vehicle,1,CIV,,,,,,Yes,
1046,"Motor vehicle, improper removal of abandoned/stolen/crushed  Ch. 90 S 24H",All Other Offense (except traffic),28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1360,"Motor vehicle, larceny/malicious damage/receive stolen/steal parts  Ch. 266 S 28(a)",Motor Vehicle Theft,28,Motor Vehicle,2,Felony,,,,,,Yes,
1361,"Motor vehicle, larceny/malicious damage/receive stolen/steal parts, subsq.  Ch. 266 S 28(a)",Motor Vehicle Theft,20,Property,3,Felony,,,,,,Yes,
1037,"Motor vehicle, leave scene after causing personal injury  Ch. 90 S 24(2)(a cent)(1)",All Other Offense (except traffic),22,Motor Vehicle,3,Misdemeanor,,,,,,No,Ch 90 S 24 Violation
1038,"Motor vehicle, leave scene after causing personal injury resulting in death  Ch. 90 S 24(2)(a cent)(2)",All Other Offense (except traffic),22,Motor Vehicle,3,Felony,,,,,,No,Death or serious bodily injury
1029,"Motor vehicle, leave scene after causing property damage  Ch. 90 S 24(2)(a)",All Other Offense (except traffic),28,Motor Vehicle,2,Misdemeanor,,,,,,No,Ch 90 S 24 Violation
1030,"Motor vehicle, negligent operation of  Ch. 90 S 24(2)(a)",Other,28,Motor Vehicle,2,Misdemeanor,,,,,,No,Ch 90 S 24 Violation
1609,"Motor vehicle, operate offensively or illegally  Ch. 90 S 16",Other,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1610,"Motor vehicle, operate with excessive speed  Ch. 90 S 17",Other,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1015,"Motor vehicle, operate with license revoked as HTO  Ch. 90 S 23",Other,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1016,"Motor vehicle, operate with license suspended  Ch. 90 S 23",Other,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1018,"Motor vehicle, operate with license suspended for OUI  Ch. 90 S 23",Other,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1017,"Motor vehicle, operate with license suspended, subsq. off.  Ch. 90 S 23",Other,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1019,"Motor vehicle, operate with registration suspended  Ch. 90 S 23",Other,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1020,"Motor vehicle, operate with registration suspended, subsq. off.  Ch. 90 S 23",Other,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1051,"Motor vehicle, operate without insurance  Ch. 90 S 34J",Other,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1011,"Motor vehicle, operate without license  Ch. 90 S 10",Other,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1010,"Motor vehicle, operate without registration  Ch. 90 S 9",Other,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1022,"Motor vehicle, OUI liquor or drugs  Ch. 90 S 24(1)(a)(1)",Driving Under the Influence,28,Motor Vehicle,2,Misdemeanor,,,,,,No,Ch 90 S 24 Violation
1023,"Motor vehicle, OUI liquor or drugs, 2nd off.  Ch. 90 S 24(1)(a)(1)",Driving Under the Influence,28,Motor Vehicle,2,Misdemeanor,,,,,,No,Ch 90 S 24 Violation
1024,"Motor vehicle, OUI liquor or drugs, 3rd off.  Ch. 90 S 24(1)(a)(1)",Driving Under the Influence,22,Motor Vehicle,3,Felony,,,,,,No,Ch 90 S 24 Violation
1025,"Motor vehicle, OUI liquor or drugs, 4th off.  Ch. 90 S 24(1)(a)(1)",Driving Under the Influence,22,Motor Vehicle,3,Felony,,,,,,No,Ch 90 S 24 Violation
1050,"Motor vehicle, OUI liquor or drugs, causing serious injury  Ch. 90 S 24L(2)",Driving Under the Influence,22,Motor Vehicle,3,Misdemeanor,,,,,,No,Death or serious bodily injury 
1048,"Motor vehicle, OUI liquor or drugs, with negligent operation, causing serious injury  Ch. 90 S 24L(1)",Driving Under the Influence,22,Motor Vehicle,3,Felony,,,,,,No,Death or serious bodily injury 
1049,"Motor vehicle, OUI liquor or drugs, with reckless operation, causing serious injury  Ch. 90 S 24L(1)",Driving Under the Influence,12,Person,4,Felony,,,,,,No,Death or serious bodily injury 
1021,"Motor vehicle, OUI while license suspended for OUI  Ch. 90 S 23",Driving Under the Influence,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1606,"Motor vehicle, permit operation with suspended/no license  Ch. 90 S 12(b)",Other,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1607,"Motor vehicle, permit operation with suspended/no license, subsq.  Ch. 90 S 12(b)",Other,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1047,"Motor vehicle, possess alcohol open container  Ch. 90 S 24I",Liquor Laws,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1422,"Motor vehicle, possess or receive with defaced VIN  Ch. 266 S 139(c)",All Other Offense (except traffic),28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1031,"Motor vehicle, racing  Ch. 90 S 24(2)(a)",Other,28,Motor Vehicle,2,Misdemeanor,,,,,,No,Ch 90 S 24 Violation
1611,"Motor vehicle, racing by licensed operator  Ch. 90 S 17B",Other,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1032,"Motor vehicle, reckless operation of  Ch. 90 S 24(2)(a)",Other,28,Motor Vehicle,2,Misdemeanor,,,,,,No,Ch 90 S 24 Violation
1614,"Motor vehicle, refuse to comply with police officer  Ch. 90 S 25",All Other Offense (except traffic),34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1605,"Motor vehicle, registration without liability insurance  Ch. 90 S 1A",Other,34,Motor Vehicle,1,CIV,,,,,,Yes,
1421,"Motor vehicle, sell with defaced VIN, or attempt  Ch. 266 S 139(b)",All Other Offense (except traffic),28,Motor Vehicle,2,Felony,,,,,,Yes,
1033,"Motor vehicle, speeding to make record  Ch. 90 S 24(2)(a)",Other,28,Motor Vehicle,2,Misdemeanor,,,,,,No,Ch 90 S 24 Violation
1034,"Motor vehicle, use without authority  Ch. 90 S 24(2)(a)",Other,28,Motor Vehicle,2,Misdemeanor,,,,,,No,Ch 90 S 24 Violation
1035,"Motor vehicle, use without authority, 2nd off.  Ch. 90 S 24(2)(a)",Other,28,Motor Vehicle,2,Felony,,,,,,No,Ch 90 S 24 Violation
1036,"Motor vehicle, use without authority, 3rd and subsq. off.  Ch. 90 S 24(2)(a)",Other,22,Motor Vehicle,3,Felony,,,,,,No,Ch 90 S 24 Violation
1608,"Motor vehicle, violate safety precautions  Ch. 90 S 13",Other,34,Motor Vehicle,1,CIV,,,,,,Yes,
400,Municipal ordinance violation,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1543,"Municipal ordinance violation: loitering, tresspassing, drinking, accosting  Ch. 272 S 59",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1177,Murder  Ch. 265 S 1,Murder and nonnegligent manslaughter,1,Person,7,Felony,,,,,,No,Ch 265 Felony
19,Murder in the 1st degree,Murder and nonnegligent manslaughter,1,Person,7,Felony,,Yes,,,,No,Death or serious injury
20,Murder in the 2nd degree,Murder and nonnegligent manslaughter,1,Person,7,Felony,,Yes,,,,No,Death or serious injury
1231,"Murder, attempted  Ch. 265 S 16",Murder and nonnegligent manslaughter,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1603,"National Guard encampment, trespass on  Ch. 33 S 65",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
295,Neglect of children,Offenses Against Family and Children,29,Public Order,2,Misdemeanor,,,,,,Yes,
298,Neglect of family-enter without,Offenses Against Family and Children,29,Public Order,2,Misdemeanor,,,,,,Yes,
299,Neglect of family-leave without,Offenses Against Family and Children,29,Public Order,2,Misdemeanor,,,,,,Yes,
1537,"Nightwalker, common  Ch. 272 S 53",Prostitution and Commercialized Vice,35,Public Order,1,Misdemeanor,,,,,,Yes,
179,Nightwalking,Prostitution and Commercialized Vice,35,Public Order,1,Misdemeanor,,,,,,Yes,
231,No auto registration,Other,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
294,Non-support,Offenses Against Family and Children,29,Public Order,2,Misdemeanor,,,,,,Yes,
302,"Non-support of illigitimate child-out of wedlock, disobey",Offenses Against Family and Children,29,Public Order,2,Misdemeanor,,,,,,Yes,
304,"Non-support of illigitimate child-out of wedlock, enter w/o",Offenses Against Family and Children,29,Public Order,2,Misdemeanor,,,,,,Yes,
305,"Non-support of illigitimate child-out of wedlock, fail",Offenses Against Family and Children,29,Public Order,2,Misdemeanor,,,,,,Yes,
303,"Non-support of illigitimate child-out of wedlock, leave w/o",Offenses Against Family and Children,29,Public Order,2,Misdemeanor,,,,,,Yes,
300,Non-support of parents,Offenses Against Family and Children,29,Public Order,2,Misdemeanor,,,,,,Yes,
1515,"Obscene matter, distribute  Ch. 272 S 29",All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
1513,"Obscene matter, distribute to minor  Ch. 272 S 28",All Other Offense (except traffic),29,Public Order,2,Felony,,,Yes,Yes,,No,178C Sex Offense
1514,"Obscene matter, distribute to minor, 2nd and subsq. off.  Ch. 272 S 28",All Other Offense (except traffic),23,Public Order,3,Felony,,,Yes,Yes,,No,178C Sex Offense
1516,"Obscene matter, distribute, 2nd and subsq. off.  Ch. 272 S 29",All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,Yes,
314,Obstructing justice,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
315,Obstructing state buisness,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
276,Obstruction/interfering with firefighting,All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
198,Open and gross lewdness,All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
1507,Open and gross lewdness  Ch. 272 S 16,All Other Offense (except traffic),29,Public Order,2,Felony,,,Yes,Yes,,Yes,
199,"Open and gross lewdness, 2nd conviction",All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,No,178C Sex Offense
1508,"Open and gross lewdness, with previous sex offense  Ch. 272 S 16",All Other Offense (except traffic),23,Public Order,3,Felony,,,Yes,Yes,,No,178C Sex Offense
236,Operating a lottery,Numbers and Lottery,29,Public Order,2,Misdemeanor,,,,,,Yes,
226,Operating aircraft without a license-125a,Other,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
216,Operating as to endanger lives and safety-112a,Other,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
215,Operating recklessly-110a,Other,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1066,Operating snow/recreational vehicle on public way  Ch. 90B S 25,Other,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
205,Operating under the influence of liquor or drugs & serious injury & negligence-111a,Driving Under the Influence,22,Motor Vehicle,3,Felony,,,,,,No,Death or serious bodily injury 
206,Operating under the influence of liquor or drugs & serious injury & recklessness-111a,Driving Under the Influence,22,Motor Vehicle,3,Felony,,,,,,No,Death or serious bodily injury 
207,Operating under the influence of liquor or drugs & serious injury-111a,Driving Under the Influence,22,Motor Vehicle,3,Felony,,,,,,No,Death or serious bodily injury 
204,Operating under the influence of liquor-111a,Driving Under the Influence,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
227,Operating unregistered aircraft-125b,All Other Offense (except traffic),34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
229,Operating without a license-114f,Other,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1665,"Organized retail crime, aggravated Ch. 266 S 30D(c)",All Other Offense (except traffic),20,Property,3,Felony,,,,,,Yes,
1664,"Organized retail crime, Ch. 266 S 30D(b)",All Other Offense (except traffic),20,Property,3,Felony,,,,,,Yes,
1666,"Organized retail crime, leader Ch. 266 S 30D(d)",All Other Offense (except traffic),14,Property,4,Felony,,,,,,Yes,
233,Other motor vehicle,All Other Offense (except traffic),34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
225,Overweight truck-124r,All Other Offense (except traffic),34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1604,Penalty for violation of rules and regulations made under authority of this chapter  Ch. 45 S 24,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
325,Perjury,All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,Yes,
1428,Perjury  Ch. 268 S 1,All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,Yes,
324,Perjury in a capital case,All Other Offense (except traffic),6,Public Order,6,Felony,,,,,,Yes,
1429,Perjury in trial of capital case  Ch. 268 S 1,All Other Offense (except traffic),11,Public Order,5,Felony,,,,,,Yes,
1431,"Perjury, attempt to suborn  Ch. 268 S 3",All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
1430,"Perjury, suborn  Ch. 268 S 2",All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,Yes,
238,"Permitting, keeping or presence in a place for gambling",All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
1087,"Phencyclidine, distribute or possess with intent  Ch. 94C S 32A(c)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21,Drugs,3,Felony,,,,,,Yes,
1088,"Phencyclidine, distribute or possess with intent, subsq. off.  Ch. 94C S 32A(d)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15,Drugs,4,Felony,,,,,,Yes,
1105,"Phenmetrazine, trafficking in, 100 to 200 g  Ch. 94C S 32E(b)(3)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",9,Drugs,5,Felony,,,,,,Yes,
1103,"Phenmetrazine, trafficking in, 14 to 28 g  Ch. 94C S 32E(b)(1)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21,Drugs,3,Felony,,,,,,Yes,
1106,"Phenmetrazine, trafficking in, 200 g or more  Ch. 94C S 32E(b)(4)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",5,Motor Vehicle,6,Felony,,,,,,Yes,
1104,"Phenmetrazine, trafficking in, 28 to 100 g  Ch. 94C S 32E(b)(2)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15,Drugs,4,Felony,,,,,,Yes,
1647,"Photograph of unsuspecting nude person, disseminate  Ch. 272 S 105(c)",All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
1646,Photograph unsuspecting nude person  Ch. 272 S 105(b),All Other Offense (except traffic),24,Person,2,Misdemeanor,,,,,,Yes,
1144,Poison mammal/bird  Ch. 131 S 43,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
1405,Poison/kill/maim domestic animal  Ch. 266 S 112,All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
1298,Poisoning with intent to kill or injure person  Ch. 265 S 28,All Other Offense (except traffic),7,Person,5,Felony,,,,,,No,Ch 265 Felony
1547,"Police horse/dog, mistreat/interfere with  Ch. 272 S 77A",All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
1446,"Police officer or public official, impersonate  Ch. 268 S 33",All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
1441,"Police officer, fail to assist  Ch. 268 S 24",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1570,"Police officer, interfere with, Common Law [Grid 2012]",All Other Offense (except traffic),29,Public Order,2,CIV,,,,,,Yes,
224,Possessing master keys-124q,All Other Offense (except traffic),22,Motor Vehicle,3,Felony,,,,,,Yes,
358,Possession (class a),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27,Drugs,2,Misdemeanor,,,,,,Yes,
367,Possession (class b),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27,Drugs,2,Misdemeanor,,,,,,Yes,
373,Possession (class c),"synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",33,Drugs,1,Misdemeanor,,,,,,Yes,
378,Possession (class d),Marijuana,33,Drugs,1,Misdemeanor,,,,,,Yes,
382,Possession (class e),"synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",33,Drugs,1,Misdemeanor,,,,,,Yes,
245,Possession of a dangerous weapon,"Weapons (carrying, possessing)",25,Weapons,2,Misdemeanor,,,,,,Yes,
259,Possession of a sawed-off shotgun/machine gun,"Weapons (carrying, possessing)",19,Weapons,3,Felony,,,,,,Yes,
262,Possession of alcohol in a public place,Liquor Laws,35,Public Order,1,Misdemeanor,,,,,,Yes,
256,Possession of ammunition without a permit,"Weapons (carrying, possessing)",25,Weapons,2,Misdemeanor,,,,,,Yes,
265,Possession of an open container of alcohol,Liquor Laws,35,Public Order,1,Misdemeanor,,,,,,Yes,
261,Possession of bb gun/air rifle,"Weapons (carrying, possessing)",31,Weapons,1,Misdemeanor,,,,,,Yes,
176,Possession of burgularous tools,Burglary – Breaking or Entering,26,Property,2,Felony,,,,,,Yes,
395,Possession of drugs (unspecified),Drug Abuse Violations,21,Drugs,3,Misdemeanor,,,,,,Yes,
237,Possession of false lottery tickets,All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
385,Possession of hypo/syringe,All Other Offense (except traffic),27,Drugs,2,Misdemeanor,,,,,,Yes,
168,Possession of stolen credit cards,All Other Offense (except traffic),26,Property,2,Misdemeanor,,,,,,Yes,
354,Possession with intent to dispense (class a),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21,Drugs,3,Felony,,,,,,Yes,
362,Possession with intent to dispense (class b),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21,Drugs,3,Felony,,,,,,Yes,
361,Possession with intent to dispense (class b)-cocaine,"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15,Drugs,4,Felony,,,,,,Yes,
369,Possession with intent to dispense (class c),"synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",21,Drugs,3,Felony,,,,,,Yes,
374,Possession with intent to dispense (class d),Marijuana,27,Drugs,2,Misdemeanor,,,,,,Yes,
379,Possession with intent to dispense (class e),"synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",27,Drugs,2,Misdemeanor,,,,,,Yes,
353,Possession with intent to dispense to minor (class a),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15,Drugs,4,Felony,,,,,,Yes,
360,Possession with intent to dispense to minor (class b),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21,Drugs,3,Felony,,,,,,Yes,
368,Possession with intent to dispense to minor (class c),"synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",21,Drugs,3,Felony,,,,,,Yes,
377,Possession-marijuana (class d),Marijuana,33,Drugs,1,Misdemeanor,,,,,,Yes,
1123,"Prescription, utter false  Ch. 94C S 33(b)",All Other Offense (except traffic),21,Drugs,3,Felony,,,,,,Yes,
359,Present where found (class a),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27,Drugs,2,Misdemeanor,,,,,,Yes,
1442,"Prisoner, deliver drugs or article to  Ch. 268 S 28",Drug Abuse Violations,21,Drugs,3,Felony,,,,,,Yes,
291,Prize fighting,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
270,Procuring alcohol for a minor,Liquor Laws,35,Public Order,1,Misdemeanor,,,,,,Yes,
212,Procuring false id,All Other Offense (except traffic),28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1505,"Prostitute, solicit for  Ch. 272 S 8",Prostitution and Commercialized Vice,35,Public Order,1,Misdemeanor,,,,,,Yes,
178,Prostitution,Prostitution and Commercialized Vice,29,Public Order,2,Misdemeanor,,,,,,Yes,
1538,Prostitution (common night walkers)  Ch. 272 S 53,Prostitution and Commercialized Vice,29,Public Order,2,Misdemeanor,,,,,,Yes,
1504,"Prostitution, derive support from  Ch. 272 S 7",Prostitution and Commercialized Vice,23,Public Order,3,Felony,,,,,,Yes,
1503,"Prostitution, derive support from child  Ch. 272 S 4B",Sex Offenses (except forcible rape),12,Person,4,Felony,,,Yes,Yes,,No,178C Sex Offense
1502,"Prostitution, induce minor to  Ch. 272 S 4A",Sex Offenses (except forcible rape),18,Person,3,Felony,,,Yes,Yes,,No,178C Sex Offense
1506,"Prostitution, procure person to practice  Ch. 272 S 12",Sex Offenses (except forcible rape),24,Person,2,Misdemeanor,,,,,,Yes,
1499,"Prostitution/unlawful sex, abduct or entice person for  Ch. 272 S 2",Sex Offenses (except forcible rape),29,Public Order,2,Felony,,,Yes,Yes,,No,178C Sex Offense
1602,Public Assistance fraud  Ch. 18 S 5B,Fraud,29,Public Order,2,Misdemeanor,,,,,,Yes,
1301,"Public way, throw object on  Ch. 265 S 35",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
286,Railer and brawler,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1539,"Railers and brawlers, common  Ch. 272 S 53",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1165,"Railroad fare, evade  Ch. 160 S 220",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
413,Railroad law violation -ride,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1628,"Railroad track (electric), walking or standing on  Ch. 162 S 18",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
44,Rape  Ch 265 S 22,Sex Offenses (except forcible rape),7,Person,5,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1268,Rape  Ch. 265 S 22(b),Sex Offenses (except forcible rape),7,Person,5,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
52,Rape and abuse of child,Sex Offenses (except forcible rape),7,Person,5,Felony,,Yes,,,,No,178C Sex Offense
49,Rape of a child under 16 years of age with force,Sex Offenses (except forcible rape),2,Person,6,Felony,,,Yes,Yes,,No,178C Sex Offense
53,Rape of child,Sex Offenses (except forcible rape),7,Person,5,Felony,,,Yes,Yes,,NO,178C Sex Offense
1271,Rape of child under 16 with force  Ch. 265 S 22A,Forcible Rape,2,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1274,"Rape of child under 16 with force, after certain sex offenses  Ch. 265 S 22C",Forcible Rape,2,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1273,"Rape of child under 16 with force, aggravated  Ch. 265 S 22B",Forcible Rape,2,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1272,"Rape of child under 16 with force, subsq. off.  Ch. 265 S 22A",Forcible Rape,2,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1275,"Rape of child under 16, statutory  Ch. 265 S 23",Sex Offenses (except forcible rape),12,Person,4,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1278,"Rape of child under 16, statutory, after certain sex offenses  Ch. 265 S 23B",Sex Offenses (except forcible rape),2,Person,6,Felony,,Yes,,,,No,Ch 265 Felony
1277,"Rape of child under 16, statutory, aggravated  Ch. 265 S 23A",Sex Offenses (except forcible rape),2,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1276,"Rape of child under 16, statutory, subsq. off.  Ch. 265 S 23",Sex Offenses (except forcible rape),7,Person,5,Felony,,,Yes,Yes,,No,Ch 265 Felony
1264,"Rape, aggravated  Ch. 265 S 22(a)",Forcible Rape,2,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1266,"Rape, aggravated, armed, with firearm  Ch. 265 S 22(a)",Forcible Rape,2,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1267,"Rape, aggravated, armed, with firearm, subsq. off.  Ch. 265 S 22(a)",Forcible Rape,2,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1265,"Rape, aggravated, subsq. off.  Ch. 265 S 22(a)",Forcible Rape,2,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1270,"Rape, armed, with firearm  Ch. 265 S 22(b)",Sex Offenses (except forcible rape),7,Person,5,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1269,"Rape, subsq. off.  Ch. 265 S 22(b)",Sex Offenses (except forcible rape),2,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1395,"Receive stolen or falsely traded property, over $250, $10,000 to $50,000  Ch. 266 S 60","Stolen Property (buying , receiving, possessing)",20,Property,3,Felony,,,,,,Yes,
1396,"Receive stolen or falsely traded property, over $250, $50,000 and over  Ch. 266 S 60","Stolen Property (buying , receiving, possessing)",20,Property,3,Felony,,,,,,Yes,
1394,"Receive stolen or falsely traded property, over $250, under $10,000  Ch. 266 S 60","Stolen Property (buying , receiving, possessing)",26,Property,2,Felony,,,,,,Yes,
1392,"Receive stolen or falsely traded property, under $250  Ch. 266 S 60","Stolen Property (buying , receiving, possessing)",26,Property,2,Misdemeanor,,,,,,Yes,
1393,"Receive stolen or falsely traded property, under $250, subsq. off.  Ch. 266 S 60","Stolen Property (buying , receiving, possessing)",26,Property,2,Felony,,,,,,Yes,
150,Receiving and/or concealing stolen property,"Stolen Property (buying , receiving, possessing)",26,Property,2,Misdemeanor,,,,,,Yes,
152,"Receiving and/or concealing stolen property ($10,000 to $50,000)","Stolen Property (buying , receiving, possessing)",20,Property,3,Felony,,,,,,Yes,
153,"Receiving and/or concealing stolen property ($50,000 and over)","Stolen Property (buying , receiving, possessing)",14,Property,4,Felony,,,,,,Yes,
151,"Receiving and/or concealing stolen property (Under $10,000)","Stolen Property (buying , receiving, possessing)",26,Property,2,Felony,,,,,,Yes,
1212,Reckless endangerment to children  Ch. 265 S 13L,Offenses Against Family and Children,24,Person,2,Misdemeanor,,,,,,Yes,
386,Refusing entry or inspection on administrative warrant,All Other Offense (except traffic),27,Drugs,2,Misdemeanor,,,,,,Yes,
316,Refusing to aid an officer,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
244,Registering bets,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
405,Removal of serial id from firearm,"Weapons (carrying, possessing)",19,Weapons,3,Misdemeanor,,,,,,Yes,
222,"Removing, defacing, etc. serial or engine number-122a",All Other Offense (except traffic),28,Motor Vehicle,2,Felony,,,,,,Yes,
317,Rescuing a prisoner,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
1445,Resist arrest  Ch. 268 S 32B,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
330,Resisting arrest,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
228,Restricted license and area-125c,All Other Offense (except traffic),34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1147,"Rifle/revolver/pistol of unlawful caliber, use or possess   Ch. 131 S 67","Weapons (carrying, possessing)",25,Weapons,2,Misdemeanor,,,,,,Yes,
1484,"Rifle/shotgun on way, carry loaded   Ch. 269 S 12D(a)","Weapons (carrying, possessing)",13,Weapons,4,Felony,,,,,,Yes,
