Code,Untruncated Offense,FBI Category,MOST_SER_RANK,OFFENSE_TYPE,GRID,Penalty Type,Mandatory Gun,Police Notification,SORB,SDP,"Now Legal?
",Expungeable?,"If no, why not?"
61,A&b,Other Assaults,24,Person,2,Misdemeanor,,,,,,Yes,
1184,A&B  Ch. 265 S 13A(a),Other Assaults,24,Person,2,Misdemeanor,,,,,,Yes,
60,A&b on a corrections officer,Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
401,A&b on a public servant,Other Assaults,18,Person,3,Misdemeanor,,,,,,Yes,
1310,A&B on child to coerce criminal conspiracy  Ch. 265 S 44,Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1311,"A&B on child to coerce criminal conspiracy, subsq. off.  Ch. 265 S 44",Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1205,"A&B on child under 14, bodily injury  Ch. 265 S 13J",Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1206,"A&B on child under 14, substantial bodily injury  Ch. 265 S 13J",Other Assaults,7,Person,5,Felony,,,,,,No,Ch 265 Felony
63,A&b on child with injury,Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
64,A&b on child with substantial injury,Other Assaults,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1143,A&B on correction officer  Ch. 127 S 38B,Other Assaults,18,Person,3,Felony,,,,,,Yes,
65,A&b on elder (+60)/disabled person; bodily injury,Other Assaults,18,Person,3,Felony,,,,,,No,Elderly/Disabled
66,A&b on elder (+60)/disabled person; serious bodily injury,Other Assaults,12,Person,4,Felony,,,,,,No,Death or serious bodily injury 
1208,A&B on elder 60 or over/disabled person  Ch. 265 S 13K(a cent),Other Assaults,24,Person,2,Felony,,,,,,No,Ch 265 Felony
1209,"A&B on elder 60 or over/disabled person, bodily injury  Ch. 265 S 13K(b)",Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1210,"A&B on elder 60 or over/disabled person, serious bodily injury  Ch. 265 S 13K(c)",Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1662,A&B on family member Ch. 265 S 13M,Other Assaults,24,Person,2,Felony,,,,,,No,Ch 265 Felony
1660,"A&B on family member, subsq.  Ch. 265 S 13M",Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1195,A&B on public employee  Ch. 265 S 13D,Other Assaults,24,Person,2,Misdemeanor,,,,,,Yes,
62,A&b on retarded person,Other Assaults,18,Person,3,Felony,,,,,,No,Disabled
1197,A&B on retarded person  Ch. 265 S 13F,Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1198,"A&B on retarded person, subsq. off.  Ch. 265 S 13F",Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
410,A&b or property damage to intimidate for race/religion,Other Assaults,24,Person,2,Misdemeanor,,,,,,Yes,
1304,A&B or property damage to intimidate for race/religion  Ch. 265 S 39(a),Other Assaults,24,Person,2,Misdemeanor,,,,,,Yes,
1305,"A&B or property damage to intimidate for race/religion, bodily injury  Ch. 265 S 39(b)",Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
411,"A&b or property damage to intimidate for race/religion, bodily injury level",Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1635,"A&B or property damage to intimidate for race/religion, bodily injury, armed  Ch. 265 S 39(b)",Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1193,A&B to collect loan  Ch. 265 S 13C,Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1194,"A&B to collect loan, subsq. off.  Ch. 265 S 13C",Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
36,A&b with dangerous weapon (Moderate injury),Other Assaults,18,Person,3,Felony,,,,,,No,Armed w dangerous weapon
35,A&b with dangerous weapon (No/minor injury),Other Assaults,24,Person,2,Felony,,,,,,No,Armed w dangerous weapon
37,A&b with dangerous weapon (Significant injury),Other Assaults,12,Person,4,Felony,,,,,,No,Armed w dangerous weapon
33,A&b with dangerous weapon +60 (Moderate injury),Other Assaults,18,Person,3,Felony,,,,,,No,Armed w dangerous weapon
32,A&b with dangerous weapon +60 (No/minor injury),Other Assaults,24,Person,2,Felony,,,,,,No,Armed w dangerous weapon
34,A&b with dangerous weapon +60 (Significant injury),Other Assaults,12,Person,4,Felony,,,,,,No,Armed w dangerous weapon
1658,A&B with firearm Ch. 265 S 15E,Other Assaults,7,Person,4,Felony,,,,,,No,Ch 265 Felony
1659,"A&B with firearm, attempted Ch. 265 S 15F",Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1188,"A&B, aggravated, pregnant victim  Ch. 265 S 13A(b)(ii)",Aggravated Assault ,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1189,"A&B, aggravated, restraining order  Ch. 265 S 13A(b)(iii)",Aggravated Assault ,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1187,"A&B, aggravated, serious bodily injury  Ch. 265 S 13A(b)(i)",Aggravated Assault ,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1204,A&B/Assault on ambulance personnel  Ch. 265 S 13I,Other Assaults,24,Person,2,Misdemeanor,,,,,,Yes,
297,Abandonment,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
296,Abandonment-child under ten,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
188,Abducting females to be prostitutes,Prostitution and Commercialized Vice,29,Public Order,2,Felony,,,,,,No,178C Sex Offense
1217,"ABDW on elder 60 or over, moderate injury  Ch. 265 S 15A(a)",Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1218,"ABDW on elder 60 or over, moderate injury, subsq. off.  Ch. 265 S 15A(a)",Other Assaults,18,Person,3,Felony,,,,,,No ,Ch 265 Felony
1215,"ABDW on elder 60 or over, no/minor injury  Ch. 265 S 15A(a)",Other Assaults,24,Person,2,Felony,,,,,,No ,Ch 265 Felony
1216,"ABDW on elder 60 or over, no/minor injury, subsq. off.  Ch. 265 S 15A(a)",Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1219,"ABDW on elder 60 or over, significant injury  Ch. 265 S 15A(a)",Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1220,"ABDW on elder 60 or over, significant injury, subsq. off.  Ch. 265 S 15A(a)",Other Assaults,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1225,"ABDW, aggravated, no serious bodily injury, pregnant victim  Ch. 265 S 15A(c)(ii)",Aggravated Assault ,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1226,"ABDW, aggravated, no serious bodily injury, restraining order  Ch. 265 S 15A(c)(iii)",Aggravated Assault ,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1227,"ABDW, aggravated, no serious bodily injury, victim under 14  Ch. 265 S 15A(c)(iv)",Aggravated Assault ,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1224,"ABDW, aggravated, serious bodily injury  Ch. 265 S 15A(c)(i)",Aggravated Assault ,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1222,"ABDW, moderate injury  Ch. 265 S 15A(b)",Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1221,"ABDW, no/minor injury  Ch. 265 S 15A(b)",Other Assaults,24,Person,2,Felony,,,,,,No,Ch 265 Felony
1223,"ABDW, significant injury  Ch. 265 S 15A(b)",Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
45,Abuse of a female child,Offenses Against Family and Children,7,Person,5,Felony,,,,,,Yes,
1169,Abuse prevention order violation  Ch. 209A S 7,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,No,Order pursuant Ch 209A
1168,"Abuse prevention order violation, failure to surrender firearms  Ch. 209A S 3B",All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,No,Order pursuant Ch 209A
1167,"Abuse prevention order violation, probate act  Ch. 208 S 34C",All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,No,Order Pursuan Ch 258E
1170,"Abuse prevention order violation, retaliation   Ch. 209A S 7",All Other Offense (except traffic),23,Public Order,3,Misdemeanor,,,,,,No,Order pursuant Ch 209A
82,Abuse prevevention act (violating a restraining order),All Other Offense (except traffic),23,Public Order,3,Misdemeanor,,,,,,No,Order pursuant Ch 209C
333,Accessory after the fact,All Other Offense (except traffic),,Public Order,U-1,Misdemeanor,,,,,,Yes,
339,Accessory before the fact,All Other Offense (except traffic),,Public Order,U-1,Misdemeanor,,,,,,Yes,
1553,Accessory to felony after the fact  Ch. 274 S 4,All Other Offense (except traffic),29,Public Order,U-1,Felony,,,,,,Yes,
1552,Accessory to felony before the fact  Ch. 274 S 2,All Other Offense (except traffic),17,Public Order,U,Felony,,,,,,Yes,
23,Accessory to murder - after fact,All Other Offense (except traffic),7,Person,5,Felony,,,,,,No,Death or serious injury
22,Accessory to murder - before fact,All Other Offense (except traffic),7,Person,5,Felony,,,,,,No,Death or serious injury
1531,Accost/annoy person of opposite sex  Ch. 272 S 53,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,No,Ch 123A S 1 Offense
189,Accosting,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
196,Adultery,All Other Offense (except traffic),35,Public Order,1,Felony,,,,,,Yes,
281,Affray,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1567,"Affray, Common Law [Grid 2012]",All Other Offense (except traffic),35,Public Order,1,CIV,,,,,,Yes,
306,Aiding an escape,All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
1528,"Alcohol, possess in school  Ch. 272 S 40A",Liquor Laws,35,Public Order,1,Misdemeanor,,,,,,Yes,
1151,"Alcohol, possession by minor  Ch. 138 S 34C",Liquor Laws,35,Public Order,1,Misdemeanor,,,,,,Yes,
1149,"Alcohol, sell/deliver to person under 21  Ch. 138 S 34",Liquor Laws,35,Public Order,1,Misdemeanor,,,,,,Yes,
1620,"Alcohol, sell/make/store unlawfully  Ch. 138 S 2",Liquor Laws,35,Public Order,1,Misdemeanor,,,,,,Yes,
1148,"Alcohol, transport unlawfully  Ch. 138 S 22",Liquor Laws,33,Drugs,1,Misdemeanor,,,,,,Yes,
1152,"Alcohol, transportation by minor  Ch. 138 S 34C",Liquor Laws,35,Public Order,1,Misdemeanor,,,,,,Yes,
329,"All other offenses violating, state, town, city, or mdc ordances",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
211,Altering driver's license or registration-114m,Forgery and Counterfeiting,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1153,"Ammunition, unlicensed sale of  Ch. 140 S 122B","Weapons (carrying, possessing)",25,Weapons,2,Misdemeanor,,,,,,No,S 121-131Q of Ch 140
248,An alien possessing a firearm,"Weapons (carrying, possessing)",31,Weapons,1,Misdemeanor,,,,,,Yes,
1548,"Animal fight, keep/promote  Ch. 272 S 94",All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
1549,"Animal fight, presence at  Ch. 272 S 95",All Other Offense (except traffic),35,Public Order,1,Felony,,,,,,Yes,
1546,"Animal, cruelty to  Ch. 272 S 77",All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
84,Annoying phone calls,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
73,Armed assault & robbery,Other Assaults,7,Person,5,Felony,,,,,,No,Armed w a dangerous weapon
39,Armed assault in dwelling,Other Assaults,7,Person,5,Felony,,,,,,No,Armed w a dangerous weapon
68,Armed robbery (Display of gun),Robbery,12,Person,4,Felony,,,,,,No,Armed w a dangerous weapon
69,Armed robbery (No display of gun),Robbery,12,Person,4,Felony,,,,,,No,Armed w a dangerous weapon
77,Armed robbery while masked (Display of gun),Robbery,12,Person,4,Felony,,,,,,No,Armed w a dangerous weapon
78,Armed robbery while masked (No display of gun),Robbery,12,Person,4,Felony,,,,,,No,Armed w a dangerous weapon
58,Assault,Other Assaults,24,Person,2,Misdemeanor,,,,,,Yes,
1185,Assault  Ch. 265 S 13A(a),Other Assaults,24,Person,2,Misdemeanor,,,,,,Yes,
1250,"Assault in dwelling, armed  Ch. 265 S 18A",Other Assaults,2,Person,6,Felony,,,,,,No,Ch 265 Felony
1251,"Assault in dwelling, armed, with firearm  Ch. 265 S 18A",Other Assaults,2,Person,6,Felony,,,,,,No,Ch 265 Felony
67,Assault of an officer,Other Assaults,18,Person,3,Misdemeanor,,,,,,Yes,
1663,Assault on family member Ch. 265 S 13M,Other Assaults,24,Person,2,Misdemeanor,,,,,,No,Violation of Ch. 265 S 13M
1661,"Assault on family member, subsq.  Ch. 265 S 13M",Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1299,Assault to commit felony  Ch. 265 S 29,Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1243,"Assault to murder elder 60 or over, armed  Ch. 265 S 18(a)",Other Assaults,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1244,"Assault to murder elder 60 or over, armed, subsq. off.  Ch. 265 S 18(a)",Other Assaults,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1245,"Assault to murder elder 60 or over, armed, with firearm  Ch. 265 S 18(a)",Other Assaults,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1634,"Assault to murder elder 60 or over, armed, with firearm, subsq.  Ch. 265 S 18(a)",Other Assaults,2,Person,6,Felony,,,,,,No ,Ch 265 Felony
1214,Assault to murder or maim  Ch. 265 S 15,Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
414,"Assault to murder, armed",Other Assaults,7,Person,5,Felony,,,,,,No,Death or serious injury
1248,"Assault to murder, armed  Ch. 265 S 18(b)",Other Assaults,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1249,"Assault to murder, armed, with firearm  Ch. 265 S 18(b)",Other Assaults,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1279,Assault to rape  Ch. 265 S 24,Other Assaults,12,Person,4,Felony,,,Yes,Yes,,No,Ch 265 Felony
1283,Assault to rape child under 16  Ch. 265 S 24B,Other Assaults,7,Person,5,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1285,"Assault to rape child under 16, armed, with firearm  Ch. 265 S 24B",Other Assaults,2,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1286,"Assault to rape child under 16, armed, with firearm, subsq.  Ch. 265 S 24B",Other Assaults,2,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1284,"Assault to rape child under 16, subsq. off.  Ch. 265 S 24B",Other Assaults,2,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1281,"Assault to rape, armed, with firearm  Ch. 265 S 24",Other Assaults,12,Person,4,Felony,,,Yes,Yes,,No,Ch 265 Felony
1282,"Assault to rape, armed, with firearm, subsq. off.  Ch. 265 S 24",Other Assaults,2,Person,6,Felony,,,Yes,Yes,,No,Ch 265 Felony
1280,"Assault to rape, subsq. off.  Ch. 265 S 24",Other Assaults,7,Person,5,Felony,,,Yes,Yes,,No,Ch 265 Felony
1240,"Assault to rob elder 60 or over, armed  Ch. 265 S 18(a)",Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1241,"Assault to rob elder 60 or over, armed, subsq. off.  Ch. 265 S 18(a)",Other Assaults,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1242,"Assault to rob elder 60 or over, armed, with firearm  Ch. 265 S 18(a)",Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1633,"Assault to rob elder 60 or over, armed, with firearm, subsq.  Ch. 265 S 18(a)",Other Assaults,2,Person,6,Felony,,,,,,No,Ch 265 Felony
1246,"Assault to rob, armed  Ch. 265 S 18(b)",Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1247,"Assault to rob, armed, with firearm  Ch. 265 S 18(b)",Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1260,"Assault to rob, unarmed  Ch. 265 S 20",Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
42,Assault w/dangerous weapon w/i to murder,Other Assaults,7,Person,5,Felony,,,,,,No,Armed w dangerous weapon
59,Assault w/intent to murder,Other Assaults,12,Person,4,Felony,,,,,,No,Death or serious injury
47,Assault w/intent to rape,Other Assaults,12,Person,4,Felony,,,,,,No,178C Sex Offense
50,Assault w/intent to rape child under 14,Other Assaults,7,Person,5,Felony,,,,,,No,178C Sex Offense
41,Assault w/intent to rob while armed,Other Assaults,12,Person,4,Felony,,,,,,No,Armed w dangerous weapon
1625,"Assault weapon, sell/possess  Ch. 140 S 131M",Other Assaults,13,Weapons,4,Felony,,,,,,No,S 121-131Q of Ch 140
1626,"Assault weapon, sell/possess, subsq.  Ch. 140 S 131M",Other Assaults,13,Weapons,4,Felony,,,,,,No,S 121-131Q of Ch 140
38,Assault with dangerous weapon,Other Assaults,24,Person,2,Felony,,,,,,No,Armed w dangerous weapon
1230,Assault with dangerous weapon  Ch. 265 S 15B(b),Other Assaults,24,Person,2,Felony,,,,,,No,Ch 265 Felony
1228,Assault with dangerous weapon on elder 60 or over  Ch. 265 S 15B(a),Other Assaults,24,Person,2,Felony,,,,,,No,Ch 265 Felony
1229,"Assault with dangerous weapon on elder 60 or over, subsq. off.  Ch. 265 S 15B(a)",Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1186,"Assault, aggravated  Ch. 265 S 13A(b)",Aggravated Assault ,18,Person,3,Felony,,,,,,No,Ch 265 Felony
307,Assuming to be an officer,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
223,"Attaching wrong plates-124p, 124b",All Other Offense (except traffic),34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
347,Attempt to commit a crime,All Other Offense (except traffic),,Public Order,U-1,Misdemeanor,,,,,,Yes,
126,Attempt to commit any b&e daytime offense,All Other Offense (except traffic),26,Property,2,Misdemeanor,,,,,,Yes,
1556,"Attempt to commit crime, 5-year felony or greater  Ch. 274 S 6",All Other Offense (except traffic),17,Public Order,U-1,Felony,,,,,,No,178C Sex Offense
1554,"Attempt to commit crime, Larceny  Ch. 274 S 6",All Other Offense (except traffic),35,Public Order,U-1,Misdemeanor,,,,,,Yes,
1557,"Attempt to commit crime, punishable by death  Ch. 274 S 6",All Other Offense (except traffic),2,Person,U-1,Felony,,,,,,No,178C Sex Offense
1555,"Attempt to commit crime, under 5-year felony or misdemeanor  Ch. 274 S 6",All Other Offense (except traffic),23,Public Order,U-1,Misdemeanor,,,,,,No,178C Sex Offense
132,Attempt to commit larceny less offenses,Larceny-Theft (except Motor vehicle theft),32,Property,1,Misdemeanor,,,,,,Yes,
149,Attempt to commit larceny more offenses,Larceny-Theft (except Motor vehicle theft),32,Property,1,Misdemeanor,,,,,,Yes,
81,Attempt to kidnap,All Other Offense (except traffic),18,Person,3,Felony,,,,,,Yes,
75,Attempted armed robbery,Robbery,18,Person,3,Felony,,,,,,No,Armed w dangerous weapon
105,Attempted arson,Arson,20,Property,3,Felony,,,,,,Yes,
125,Attempted b&e daytime,Burglary – Breaking or Entering,26,Property,2,Misdemeanor,,,,,,Yes,
116,Attempted b&e night,Burglary – Breaking or Entering,26,Property,2,Felony,,,,,,Yes,
21,Attempted murder,Murder and nonnegligent manslaughter,7,Person,5,Felony,,,,,,No,Death or serious injury
54,Attempted rape,Sex Offenses (except forcible rape),12,Person,4,Felony,,,,,,No,Death or serious injury
94,"Attempted threats, bribery or conspiracy",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
76,Attempted unarmed robbery,Robbery,24,Person,2,Felony,,,,,,Yes,
120,B&e,Burglary – Breaking or Entering,26,Property,2,Misdemeanor,,,,,,Yes,
115,B&e & larceny at night (Dwelling),Burglary – Breaking or Entering,26,Property,2,Felony,,,,,,Yes,
119,B&e (felony) (Dwelling),Burglary – Breaking or Entering,20,Property,3,Felony,,,,,,Yes,
118,B&e (felony) (Non-dwelling),Burglary – Breaking or Entering,26,Property,2,Felony,,,,,,Yes,
117,B&e at night with intent to commit a felony (Dwelling),Burglary – Breaking or Entering,26,Property,2,Felony,,,,,,Yes,
1331,"B&E building, ship, or vehicle at night, for felony, dwelling  Ch. 266 S 16",Burglary – Breaking or Entering,20,Property,3,Felony,,,,,,Yes,
1330,"B&E building, ship, or vehicle at night, for felony, non-dwelling  Ch. 266 S 16",Burglary – Breaking or Entering,26,Property,2,Felony,,,,,,Yes,
1334,"B&E building, ship, or vehicle, for misdemeanor  Ch. 266 S 16A",Burglary – Breaking or Entering,26,Property,2,Misdemeanor,,,,,,Yes,
127,B&e d/t w/intent to commit a felony (Dwelling),Burglary – Breaking or Entering,20,Property,3,Felony,,,,,,Yes,
1336,"B&E daytime or enter at night, for felony, person in fear, dwelling  Ch. 266 S 17",Burglary – Breaking or Entering,14,Property,4,Felony,,,,,,Yes,
1335,"B&E daytime or enter at night, for felony, person in fear, non-dwelling  Ch. 266 S 17",Burglary – Breaking or Entering,14,Property,4,Felony,,,,,,Yes,
1338,"B&E daytime or enter at night, for felony, with firearm, person in fear, dwelling  Ch. 266 S 17",Burglary – Breaking or Entering,8,Property,5,Felony,,,,,,No,Armed w dangerous weapon
1337,"B&E daytime or enter at night, for felony, with firearm, person in fear, non-dwelling  Ch. 266 S 17",Burglary – Breaking or Entering,8,Property,5,Felony,,,,,,No,Armed w dangerous weapon
123,B&e daytime w/intent to commit misdemeanor,Burglary – Breaking or Entering,26,Property,2,Misdemeanor,,,,,,Yes,
1340,"B&E daytime, for felony, dwelling  Ch. 266 S 18",Burglary – Breaking or Entering,20,Property,3,Felony,,,,,,Yes,
1339,"B&E daytime, for felony, non-dwelling  Ch. 266 S 18",Burglary – Breaking or Entering,26,Property,2,Felony,,,,,,Yes,
1342,"B&E daytime, for felony, with firearm, dwelling  Ch. 266 S 18",Burglary – Breaking or Entering,8,Property,5,Felony,,,,,,No,Armed w dangerous weapon
1341,"B&E daytime, for felony, with firearm, non-dwelling  Ch. 266 S 18",Burglary – Breaking or Entering,8,Property,5,Felony,,,,,,No,Armed w dangerous weapon
1324,"B&E dwelling at night (burglary), for felony, armed or assault on occupants  Ch. 266 S 14",Burglary – Breaking or Entering,4,Property,6,Felony,,,,,,Yes,
1325,"B&E dwelling at night (burglary), for felony, armed or assault on occupants, subsq.  Ch. 266 S 14",Burglary – Breaking or Entering,4,Property,6,Felony,,,,,,Yes,
1328,"B&E dwelling at night (burglary), for felony, unarmed, no assault on occupants  Ch. 266 S 15",Burglary – Breaking or Entering,20,Property,3,Felony,,,,,,Yes,
1329,"B&E dwelling at night (burglary), for felony, unarmed, no assault on occupants, subsq.  Ch. 266 S 15",Burglary – Breaking or Entering,14,Property,4,Felony,,,,,,Yes,
1326,"B&E dwelling at night (burglary), for felony, with firearm  Ch. 266 S 14",Burglary – Breaking or Entering,4,Property,6,Felony,,,,,,No,Armed w dangerous weapon
1327,"B&E dwelling at night (burglary), for felony, with firearm, subsq.  Ch. 266 S 14",Burglary – Breaking or Entering,4,Property,6,Felony,,,,,,No,Armed w dangerous weapon
122,B&e motor vehicle,Burglary – Breaking or Entering,26,Property,2,Misdemeanor,,,,,,Yes,
107,B&e nighttime (Dwelling),Burglary – Breaking or Entering,20,Property,3,Felony,,,,,,Yes,
106,B&e nighttime (Non-dwelling),Burglary – Breaking or Entering,26,Property,2,Felony,,,,,,Yes,
110,B&e nighttime a building or ship (Non-dwelling),Burglary – Breaking or Entering,26,Property,2,Felony,,,,,,Yes,
1346,"B&E or enter at night railroad car, for felony  Ch. 266 S 19",Burglary – Breaking or Entering,20,Property,3,Felony,,,,,,Yes,
1350,"B&E or enter truck, trailer, or freight container, for felony  Ch. 266 S 20A",Burglary – Breaking or Entering,26,Property,2,Misdemeanor,,,,,,Yes,
114,B&e railroad car,Burglary – Breaking or Entering,26,Property,2,Felony,,,,,,Yes,
111,B&e with intent to commit a felony,Burglary – Breaking or Entering,26,Property,2,Felony,,,,,,Yes,
112,B&e with intent to commit a larceny,Burglary – Breaking or Entering,26,Property,2,Felony,,,,,,Yes,
121,B&e&l,Burglary – Breaking or Entering,26,Property,2,Felony,,,,,,Yes,
1483,"BB gun/air rifle, possess or shoot in public place  Ch. 269 S 12B","Weapons (carrying, possessing)",25,Weapons,2,Misdemeanor,,,,,,Yes,
1482,"BB gun/air rifle, sell/give to minor  Ch. 269 S 12A","Weapons (carrying, possessing)",31,Weapons,1,Misdemeanor,,,,,,Yes,
250,Being present where an illegal firearm is kept,"Weapons (carrying, possessing)",31,Weapons,1,Misdemeanor,,,,,,Yes,
201,Bigamy or polygamy,All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
1063,"Boat, operate negligently, causing death  Ch. 90B S 8B(2)",All Other Offense (except traffic),18,Person,3,Misdemeanor,,,,,,No,Death or serious bodily injury 
1064,"Boat, operate recklessly, causing death  Ch. 90B S 8B(2)",All Other Offense (except traffic),12,Person,4,Misdemeanor,,,,,,No,Death or serious bodily injury 
1056,"Boat, operate recklessly/negligently  Ch. 90B S 8(e)(1)",All Other Offense (except traffic),28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1052,"Boat, OUI liquor or drugs  Ch. 90B S 8(a)(1)(A)",Driving Under the Influence,27,Drugs,2,Misdemeanor,,,,,,Yes,
1053,"Boat, OUI liquor or drugs, 2nd off.  Ch. 90B S 8(a)(1)(A)",Driving Under the Influence,27,Drugs,2,Misdemeanor,,,,,,Yes,
1054,"Boat, OUI liquor or drugs, 3rd off.  Ch. 90B S 8(a)(1)(A)",Driving Under the Influence,22,Motor Vehicle,3,Misdemeanor,,,,,,Yes,
1055,"Boat, OUI liquor or drugs, 4th off.  Ch. 90B S 8(a)(1)(A)",Driving Under the Influence,22,Motor Vehicle,3,Felony,,,,,,Yes,
1065,"Boat, OUI liquor or drugs, causing death  Ch. 90B S 8B(2)",Driving Under the Influence,12,Person,4,Misdemeanor,,,,,,No,Death or serious bodily injury 
1061,"Boat, OUI liquor or drugs, causing serious injury  Ch. 90B S 8A(2)",Driving Under the Influence,22,Motor Vehicle,3,Misdemeanor,,,,,,No,Death or serious bodily injury 
1062,"Boat, OUI liquor or drugs, reckless/negligent operation, causing death  Ch. 90B S 8B(1)",Driving Under the Influence,7,Person,5,Felony,,,,,,No,Death or serious bodily injury 
1060,"Boat, OUI liquor or drugs, reckless/negligent operation, causing serious injury  Ch. 90B S 8A(1)",Driving Under the Influence,22,Motor Vehicle,3,Felony,,,,,,No,Death or serious bodily injury 
1397,"Boat, use without authority  Ch. 266 S 63",All Other Offense (except traffic),34,Motor Vehicle,1,Felony,,,,,,Yes,
1057,"Boat, use without authority, 1st off.  Ch. 90B S 8(e)(1)",All Other Offense (except traffic),28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1058,"Boat, use without authority, 2nd off.  Ch. 90B S 8(e)(1)",All Other Offense (except traffic),28,Motor Vehicle,2,Felony,,,,,,Yes,
1059,"Boat, use without authority, 3rd and subsq. off.  Ch. 90B S 8(e)(1)",All Other Offense (except traffic),22,Motor Vehicle,3,Felony,,,,,,Yes,
1475,"Body armor, use in felony  Ch. 269 S 10D",All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,No,Ch 269 S10 a-d violation
260,Bomb threat,All Other Offense (except traffic),19,Weapons,3,Felony,,,,,,Yes,
1490,"Bomb threat, false  Ch. 269 S 14(b)",All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,Yes,
1161,"Bomb/explosives, possess in violation  Ch. 148 S 35","Weapons (carrying, possessing)",19,Weapons,3,Misdemeanor,,,,,,Yes,
